3	7	1	100	100	100	100	0.9979	0.0032	0.02
7	10	1	100	100	100	100	0.9979	0.0032	0.01
10	7000	1	100	100	100	100	0.9979	0.0032	0.002
7000	999999999	1	100	100	100	100	0.9979	0.0032	0.002
3	7	2	100	100	100	100	0.997	0.0021	0.02
7	10	2	100	100	100	100	0.997	0.0021	0.01
10	7000	2	100	100	100	100	0.997	0.0021	0.002
7000	999999999	2	100	100	100	100	0.997	0.0021	0.002
3	7	3	100	100	100	100	0.996	0.0032	0.02
7	10	3	100	100	100	100	0.996	0.0032	0.01
10	7000	3	100	100	100	100	0.996	0.0032	0.002
7000	999999999	3	100	100	100	100	0.996	0.0032	0.002
3	7	4	100	100	100	100	0.9937	0.004	0.02
7	10	4	100	100	100	100	0.9937	0.004	0.01
10	7000	4	100	100	100	100	0.9937	0.004	0.002
7000	999999999	4	100	100	100	100	0.9937	0.004	0.002
3	7	5	100	100	100	100	0.9912	0.0027	0.02
7	10	5	100	100	100	100	0.9912	0.0027	0.01
10	7000	5	100	100	100	100	0.9912	0.0027	0.002
7000	999999999	5	100	100	100	100	0.9912	0.0027	0.002
3	7	6	100	100	100	100	0.992	0.0019	0.02
7	10	6	100	100	100	100	0.992	0.0019	0.01
10	7000	6	100	100	100	100	0.992	0.0019	0.002
7000	999999999	6	100	100	100	100	0.992	0.0019	0.002
3	7	7	100	100	100	100	0.9947	0.0016	0.02
7	10	7	100	100	100	100	0.9947	0.0016	0.01
10	7000	7	100	100	100	100	0.9947	0.0016	0.002
7000	999999999	7	100	100	100	100	0.9947	0.0016	0.002
3	7	8	100	100	100	100	0.9974	0.0025	0.02
7	10	8	100	100	100	100	0.9974	0.0025	0.01
10	7000	8	100	100	100	100	0.9974	0.0025	0.002
7000	999999999	8	100	100	100	100	0.9974	0.0025	0.002
3	7	9	100	100	100	100	1.0043	0.0043	0.02
7	10	9	100	100	100	100	1.0043	0.0043	0.01
10	7000	9	100	100	100	100	1.0043	0.0043	0.002
7000	999999999	9	100	100	100	100	1.0043	0.0043	0.002
3	7	10	100	100	100	100	0.9904	0.0032	0.02
7	10	10	100	100	100	100	0.9904	0.0032	0.01
10	7000	10	100	100	100	100	0.9904	0.0032	0.002
7000	999999999	10	100	100	100	100	0.9904	0.0032	0.002
3	7	-1	100	100	100	100	0.9986	0.0033	0.02
7	10	-1	100	100	100	100	0.9986	0.0033	0.01
10	7000	-1	100	100	100	100	0.9986	0.0033	0.002
7000	999999999	-1	100	100	100	100	0.9986	0.0033	0.002
3	7	-2	100	100	100	100	0.9993	0.002	0.02
7	10	-2	100	100	100	100	0.9993	0.002	0.01
10	7000	-2	100	100	100	100	0.9993	0.002	0.002
7000	999999999	-2	100	100	100	100	0.9993	0.002	0.002
3	7	-3	100	100	100	100	0.9987	0.0032	0.02
7	10	-3	100	100	100	100	0.9987	0.0032	0.01
10	7000	-3	100	100	100	100	0.9987	0.0032	0.002
7000	999999999	-3	100	100	100	100	0.9987	0.0032	0.002
3	7	-4	100	100	100	100	0.9939	0.004	0.02
7	10	-4	100	100	100	100	0.9939	0.004	0.01
10	7000	-4	100	100	100	100	0.9939	0.004	0.002
7000	999999999	-4	100	100	100	100	0.9939	0.004	0.002
3	7	-5	100	100	100	100	0.9932	0.0025	0.02
7	10	-5	100	100	100	100	0.9932	0.0025	0.01
10	7000	-5	100	100	100	100	0.9932	0.0025	0.002
7000	999999999	-5	100	100	100	100	0.9932	0.0025	0.002
3	7	-6	100	100	100	100	0.9938	0.0019	0.02
7	10	-6	100	100	100	100	0.9938	0.0019	0.01
10	7000	-6	100	100	100	100	0.9938	0.0019	0.002
7000	999999999	-6	100	100	100	100	0.9938	0.0019	0.002
3	7	-7	100	100	100	100	0.9977	0.0014	0.02
7	10	-7	100	100	100	100	0.9977	0.0014	0.01
10	7000	-7	100	100	100	100	0.9977	0.0014	0.002
7000	999999999	-7	100	100	100	100	0.9977	0.0014	0.002
3	7	-8	100	100	100	100	0.9961	0.0027	0.02
7	10	-8	100	100	100	100	0.9961	0.0027	0.01
10	7000	-8	100	100	100	100	0.9961	0.0027	0.002
7000	999999999	-8	100	100	100	100	0.9961	0.0027	0.002
3	7	-9	100	100	100	100	0.9874	0.0041	0.02
7	10	-9	100	100	100	100	0.9874	0.0041	0.01
10	7000	-9	100	100	100	100	0.9874	0.0041	0.002
7000	999999999	-9	100	100	100	100	0.9874	0.0041	0.002
3	7	-10	100	100	100	100	0.9869	0.003	0.02
7	10	-10	100	100	100	100	0.9869	0.003	0.01
10	7000	-10	100	100	100	100	0.9869	0.003	0.002
7000	999999999	-10	100	100	100	100	0.9869	0.003	0.002
